RoWNo,Invoice,Product,Orders,SalesValue
803,100560,XYZ3A008,1,70
804,100561,XYZ1A008,1,70
805,100562,XYZ1A008,1,70
806,100562,XYZ2A008,1,70
807,100562,XYZ3A008,1,70
808,100563,XYZ1A008,2,13.98
809,100564,XYZ1A008,5,34.95
810,100565,Z5146100,1,15
811,100566,XYZ1A008,7,48.93
812,100566,XYZ4A008,1,70
813,100567,05471A001,1,47.99
814,100568,XYZ1A008,8,55.92
815,100569,XYZ1A008,8,55.92
816,100570,XYZ1A008,1,70
817,100570,XYZ2A008,1,70
818,100570,XYZ3A008,2,13.98
819,100570,XYZ4A008,3,20.97
820,100571,XYZ1A008,1,70
821,100572,XYZ1A008,1,70
822,100573,XYZ1A008,1,70
823,100574,XYZ1A008,2,13.98
824,100575,XYZ1A008,1,70
825,100576,XYZ1A008,1,70
826,100577,XYZ1A008,1,70
827,100578,XYZ1A008,2,13.98
828,100579,XYZ1A008,4,27.96
829,100579,XYZ2A008,4,27.96
830,100579,XYZ3A008,3,20.97
831,100580,XYZ1A008,1,70
832,100580,XYZ2A008,1,70
833,100580,XYZ3A008,1,70
834,100581,05244A001,2,139.98
835,100582,XYZ3A008,1,70
836,100583,Z2460009TL,1,25
837,100584,XYZ1A008,1,70
838,100585,XYZ1A008,3,20.97
839,100586,XYZ1A008,5,34.95
840,100586,XYZ2A008,1,70
841,100587,XYZ1A008,2,13.98
842,100588,05263A001,1,69.99
843,100589,XYZ1A008,5,34.95
844,100590,XYZ1A008,2,13.98
845,100591,XYZ4A008,1,70
846,100592,05321A001,1,69.99
847,100593,XYZ1A008,1,70
848,100594,Z2460009TL,1,25
849,100595,Z2439997,1,15
850,100596,XYZ1A008,2,13.98
851,100597,YZAA001,1,52.99
852,100598,05474A001,1,47.99
853,100598,05474A004,1,19.99
854,100599,XYZ3A008,1,70
855,100600,XYZ1A008,1,70
856,100601,XYZ2A008,4,27.96
857,100602,Z2460009TL,1,25
858,100604,XYZ1A008,2,13.98
859,100604,XYZ3A008,1,70
860,100604,XYZ4A008,1,70
861,100605,XYZ2A008,1,70
862,100606,XYZ1A008,1,70
863,100606,XYZ4A008,1,70
864,100607,05473A001,2,95.98
865,100607,Y6251A001,2,75.98
866,100607,Y6251A004,1,15.99
867,100608,XYZ1A008,4,27.96
868,100609,XYZ1A008,1,70
869,100610,XYZ1A008,3,20.97
870,100611,Y6251A001,1,37.99
871,100612,XYZ1A008,1,70
872,100613,XYZ1A008,5,34.95
873,100614,05481A001,2,105.98
874,100615,XYZ1A008,1,70
875,100616,XYZ1A008,2,13.98
876,100616,XYZ3A008,2,13.98
877,100617,Z2439997,1,15
878,100617,Z2460009TL,1,25
879,100618,05241A008,2,19.98
880,100618,05243A008,2,19.98
881,100618,05244A008,1,9.99
882,100619,05501A004,1,19.99
883,100619,Y6261A001,1,39.99
884,100620,YZAA001,3,158.97
885,100620,05511A001,2,105.98
886,100621,XYZ1A008,1,70
887,100621,Y6251A001,2,75.98
888,100621,Y6264A004,1,17.99
889,100622,XYZ2A008,1,70
890,100623,XYZ1A008,4,27.96
891,100624,Z2440565TL,1,35
892,100624,Z2451773,1,32
893,100624,Z2460009TL,1,25
894,100625,Z1600292SB,1,25
895,100626,XYZ1A008,1,70
896,100627,Z2440565TL,1,35
897,100628,Z1600292SB,1,25
898,100628,Z2440565TL,1,35
899,100628,Z2460009TL,1,25
900,100629,Y6261A001,2,79.98
901,100630,05261A001,6,419.94
902,100630,05264A001,2,139.98
903,100631,05511A001,1,52.99
904,100632,XYZ1A008,1,70
905,100632,XYZ3A008,1,70
906,100633,Z5146100,1,15
907,100634,Z2440565TL,1,35
908,100634,Z2460009TL,1,25
909,100634,Z5146100,1,15
910,100634,Z5900030,1,15
911,100635,Z1600292SB,1,25
912,100636,XYZ3A008,2,13.98
913,100636,XYZ4A008,1,70
914,100637,XYZ1A008,1,70
915,100638,XYZ1A008,3,20.97
916,100639,XYZ2A008,1,70
917,100640,XYZ1A008,6,41.94
918,100641,XYZ1A008,1,70
919,100642,Y6252A001,1,37.99
920,100643,Z2460009TL,1,25
921,100644,Z2439997,1,15
922,100645,XYZ1A008,5,34.95
923,100645,XYZ2A008,1,70
924,100651,XYZ1A008,1,70
925,100651,XYZ2A008,1,70
926,100654,XYZ1A008,4,27.96
927,100654,XYZ2A008,2,13.98
928,100654,XYZ3A008,1,70
929,100654,XYZ4A008,1,70
930,100657,XYZ4A008,2,13.98
931,100657,05244A008,1,9.99
932,100659,XYZ1A008,2,13.98
933,100660,Y6261A001,2,79.98
934,100660,Y6262A001,1,39.99
935,100660,Y6263A001,1,39.99
936,100661,05481A001,3,158.97
937,100662,XYZ1A008,1,70
938,100663,XYZ1A008,5,34.95
939,100664,XYZ3A008,2,13.98
940,100665,Z2451773,1,32
941,100666,XYZ1A008,3,20.97
942,100666,XYZ2A008,1,70
943,100667,XYZ1A008,5,34.95
944,100667,XYZ2A008,2,13.98
945,100667,XYZ3A008,2,13.98
946,100668,XYZ1A008,1,70
947,100669,XYZ1A008,3,20.97
948,100670,Z2460009TL,1,25
949,100671,XYZ1A008,4,27.96
950,100671,XYZ2A008,1,70
951,100671,XYZ4A008,1,70
952,100672,XYZ3A008,1,70
953,100673,XYZ1A008,2,13.98
954,100674,XYZ1A008,2,13.98
955,100674,XYZ2A008,2,13.98
956,100675,XYZ1A008,1,70
957,100675,XYZ3A008,1,70
958,100676,05503A004,1,19.99
959,100677,Z2460009TL,1,25
960,100678,XYZ1A008,1,70
961,100678,XYZ2A008,1,70
962,100678,XYZ3A008,1,70
963,100679,Y6261A001,1,39.99
964,100680,XYZ1A008,1,70
965,100681,XYZ1A008,3,20.97
966,100682,XYZ1A008,1,70
967,100682,XYZ2A008,1,70
968,100683,XYZ1A008,2,13.98
969,100684,XYZ2A008,1,70
970,100685,Y6274A001,1,39.99
971,100686,Z1600292SB,1,25
972,100687,XYZ1A008,1,70
973,100687,Y6251A001,1,37.99
974,100687,Y6261A001,3,119.97
975,100688,XYZ1A008,1,70
976,100688,XYZ2A008,2,13.98
977,100688,XYZ3A008,1,70
978,100689,XYZ1A008,13,90.87
979,100689,XYZ2A008,3,20.97
980,100690,XYZ1A008,1,70
981,100691,XYZ1A008,4,27.96
982,100692,05261A004,2,51.98
983,100693,XYZ1A008,2,13.98
984,100694,Z2440565TL,1,35
985,100694,Z2460009TL,1,25
986,100695,XYZ1A008,3,20.97
987,100696,Y6263A001,4,159.96
988,100696,Y6264A001,1,39.99
989,100697,XYZ1A008,4,27.96
990,100698,XYZ1A008,1,70
991,100699,05222A004,1,25.99
992,100700,XYZ1A008,3,20.97
993,100701,XYZ1A008,1,70
994,100702,XYZ1A008,2,13.98
995,100703,Z2440565TL,1,35
996,100704,XYZ1A008,2,13.98
997,100705,XYZ1A008,2,13.98
998,100706,XYZ3A008,1,70
999,100707,XYZ1A008,1,70
1000,100707,XYZ3A008,1,70
1001,100707,XYZ4A008,2,13.98
1002,100708,Z2440565TL,2,70
1003,100709,XYZ1A008,3,20.97
1004,100710,Y6254A004,1,15.99
1005,100711,XYZ1A008,6,41.94
1006,100712,XYZ1A008,3,20.97
1007,100712,XYZ2A008,1,70
1008,100713,Z1600292SB,1,25
1009,100714,05482A001,1,52.99
1010,100715,Z2451773,1,32
1011,100715,Z5146100,1,15
1012,100716,XYZ2A008,1,70
1013,100717,Z2451773,1,32
1014,100717,Z5900030,1,15
1015,100720,XYZ1A008,1,70
1016,100721,05241A001,1,69.99
1017,100722,XYZ1A008,4,27.96
1018,100723,Y6251A001,1,37.99
1019,100723,Y6261A001,1,39.99
1020,100723,Y6261A004,1,17.99
1021,100724,XYZ1A008,3,20.97
1022,100725,XYZ1A008,4,27.96
1023,100725,XYZ3A008,1,70
1024,100726,Z2440565TL,1,35
1025,100727,XYZ1A008,1,70
1026,100728,XYZ1A008,1,70
1027,100729,XYZ1A008,3,20.97
1028,100730,XYZ2A008,1,70
1029,100731,XYZ1A008,1,70
1030,100732,XYZ1A008,4,27.96
1031,100733,XYZ1A008,4,27.96
1032,100734,XYZ1A008,1,70
1033,100735,XYZ1A008,8,55.92
1034,100735,XYZ2A008,2,13.98
1035,100736,50809001,1,39.99
1036,100736,Y6251A001,1,37.99
1037,100737,XYZ4A008,2,13.98
1038,100738,05471A001,2,95.98
1039,100739,XYZ1A008,8,55.92
1040,100739,XYZ4A008,1,70
1041,100739,Z5146100,1,15
1042,100740,XYZ4A008,1,70
1043,100740,05514A001,1,52.99
1044,100741,Y6261A001,2,79.98
1045,100742,Z2440565TL,2,70
1046,100743,XYZ1A008,4,27.96
1047,100744,XYZ1A008,1,70
1048,100745,05081A001,1,39.99
1049,100745,05243A001,1,69.99
1050,100745,YZAA001,2,105.98
1051,100746,XYZ1A008,5,34.95
1052,100747,XYZ1A008,1,70
1053,100748,XYZ1A008,1,70
1054,100749,05222A004,1,25.99
1055,100750,XYZ1A008,3,20.97
1056,100750,XYZ2A008,1,70
1057,100751,Z2451773,1,32
1058,100752,Y6261A001,2,79.98
1059,100753,XYZ1A008,1,70
1060,100753,XYZ2A008,1,70
1061,100754,Z2460009TL,1,25
1062,100755,Z2460009TL,1,25
1063,100756,Z2440565TL,1,35
1064,100756,Z2460009TL,1,25
1065,100757,XYZ1A008,4,27.96
1066,100758,XYZ1A008,4,27.96
1067,100758,XYZ2A008,2,13.98
1068,100758,XYZ3A008,1,70
1069,100759,05511A001,2,105.98
1070,100760,XYZ1A008,1,70
1071,100761,XYZ1A008,3,20.97
1072,100761,XYZ3A008,1,70
1073,100762,XYZ3A008,1,70
1074,100763,XYZ1A008,2,13.98
1075,100764,XYZ1A008,3,20.97
1076,100765,Z5146100,1,15
1077,100766,Y6261A001,1,39.99
1078,100766,Y6262A004,1,17.99
1079,100766,Y6272A004,1,17.99
1080,100767,Z1600292SB,2,50
1081,100767,Z2460009TL,2,50
1082,100768,Z1600292SB,1,25
1083,100769,XYZ1A008,6,41.94
1084,100770,05241A001,1,69.99
1085,100771,XYZ4A008,1,70
1086,100772,XYZ1A008,3,20.97
1087,100773,XYZ1A008,6,41.94
1088,100774,XYZ1A008,1,70
1089,100774,XYZ2A008,2,13.98
1090,100774,05471A001,2,95.98
1091,100775,Z1519046,1,26.95
1092,100775,Z1600292SB,1,25
1093,100775,Z2440565TL,1,35
1094,100775,Z2451773,1,32
1095,100776,XYZ4A008,3,20.97
1096,100777,Y6254A001,1,37.99
1097,100778,XYZ1A008,3,20.97
1098,100778,XYZ3A008,1,70
1099,100779,YZAA001,2,105.98
1100,100780,Y6261A001,2,79.98
1101,100781,Z2440565TL,2,70
1102,100782,XYZ1A008,3,20.97
1103,100782,XYZ3A008,1,70
1104,100782,XYZ4A008,2,13.98
1105,100783,XYZ1A008,1,70
1106,100784,Z2451773,1,32
1107,100785,XYZ1A008,3,20.97
1108,100785,XYZ2A008,1,70
1109,100786,05241A001,3,209.97
1110,100786,05242A001,3,209.97
1111,100787,YZAA001,2,105.98
1112,100788,Y62370-008,1,8.99
1113,100789,XYZ1A008,6,41.94
1114,100789,XYZ3A008,3,20.97
1115,100789,XYZ4A008,1,70
1116,100790,Z2451773,1,32
1117,100791,XYZ1A008,2,13.98
1118,100792,YZAA001,2,105.98
1119,100793,05472A001,1,47.99
1120,100794,XYZ4A008,1,70
1121,100795,Z5900030,1,15
1122,100796,XYZ1A008,2,13.98
1123,100797,XYZ1A008,4,27.96
1124,100798,XYZ1A008,2,13.98
1125,100798,XYZ3A008,1,70
1126,100799,05324A001,1,69.99
1127,100800,Z2440565TL,1,35
1128,100800,Z2460009TL,1,25
1129,100800,Z5900030,1,15
1130,100801,Z2440565TL,1,35
1131,100802,XYZ1A008,3,20.97
1132,100803,XYZ1A008,4,27.96
1133,100804,XYZ1A008,6,41.94
1134,100805,Y6261A001,3,119.97
1135,100806,05483A004,1,19.99
1136,100807,XYZ1A008,2,13.98
1137,100807,XYZ2A008,1,70
1138,100807,XYZ4A008,1,70
1139,100808,XYZ1A008,5,34.95
1140,100809,Z2440565TL,2,70
1141,100809,Z2460009TL,2,50
1142,100810,XYZ3A008,5,34.95
1143,100810,XYZ4A008,1,70
1144,100811,05501A004,1,19.99
1145,100812,05281A001,1,69.99
1146,100813,Y6262A004,1,17.99
1147,100813,Y6263A004,1,17.99
1148,100814,YZAA001,2,105.98
1149,100815,XYZ1A008,1,70
1150,100816,Y6251A001,1,37.99
1151,100816,Y6271A001,1,39.99
1152,100817,Y6271A004,1,17.99
1153,100818,XYZ1A008,3,20.97
1154,100819,05284A001,2,139.98
1155,100820,Y6254A001,1,37.99
1156,100821,XYZ1A008,1,70
1157,100822,XYZ3A008,1,70
1158,100822,05471A001,1,47.99
1159,100823,XYZ1A008,4,27.96
1160,100824,Y6263A001,2,79.98
1161,100825,XYZ1A008,1,70
1162,100825,XYZ3A008,1,70
1163,100826,XYZ1A008,1,70
1164,100826,XYZ3A008,1,70
1165,100827,Z1600292SB,1,25
1166,100828,XYZ1A008,2,13.98
1167,100829,XYZ1A008,2,13.98
1168,100829,XYZ3A008,2,13.98
1169,100830,YZAA001,2,105.98
1170,100831,05281A001,1,69.99
1171,100832,Z5146100,1,15
1172,100833,Z1600292SB,1,25
1173,100834,YZAA001,2,105.98
1174,100835,05241A001,1,69.99
1175,100839,Z5146100,1,15
1176,100839,Z5900030,1,15
1177,100840,XYZ2A008,1,70
1178,100840,XYZ3A008,1,70
1179,100840,XYZ4A008,2,13.98
1180,100844,Y6261A001,1,39.99
1181,100845,XYZ1A008,8,55.92
1182,100846,Z1600292SB,1,25
1183,100847,YZAA001,1,52.99
1184,100848,XYZ3A008,1,70
1185,100849,XYZ1A008,1,70
1186,100850,XYZ1A008,2,13.98
1187,100851,XYZ1A008,1,70
1188,100852,XYZ1A008,1,70
1189,100853,Y6252A001,2,75.98
1190,100854,Z2451773,2,64
1191,100856,05471A001,5,239.95
1192,100857,Y6262A001,1,39.99
1193,100858,XYZ1A008,6,41.94
1194,100858,XYZ2A008,6,41.94
1195,100858,XYZ3A008,2,13.98
1196,100859,XYZ4A008,1,70
1197,100860,Z2439997,1,15
1198,100861,XYZ3A008,1,70
1199,100862,XYZ1A008,1,70
1200,100863,Y6261A001,1,39.99
1201,100863,Y6264A004,2,35.98
1202,100864,XYZ1A008,2,13.98
1203,100865,Y6261A004,1,17.99
1204,100866,XYZ1A008,3,20.97
1205,100867,Z1600292SB,1,25
1206,100867,Z2440565TL,1,35
1207,100867,Z2451773,1,32
1208,100867,Z2460009TL,1,25
1209,100867,Z4999936,1,9.99
1210,100867,Z5146100,1,15
1211,100867,Z5900030,1,15
1212,100868,XYZ1A008,3,20.97
1213,100869,Y6251A001,1,37.99
1214,100870,Z2460009TL,1,25
1215,100871,XYZ3A008,1,70
1216,100872,Z1600292SB,1,25
1217,100873,XYZ3A008,3,20.97
1218,100874,Z2451773,1,32
1219,100875,XYZ1A008,2,13.98
1220,100876,XYZ1A008,4,27.96
1221,100876,XYZ3A008,1,70
1222,100876,XYZ4A008,1,70
1223,100877,XYZ2A008,4,27.96
1224,100878,XYZ1A008,2,13.98
1225,100878,XYZ2A008,1,70
1226,100878,XYZ3A008,1,70
1227,100878,XYZ4A008,1,70
1228,100879,XYZ1A008,3,20.97
1229,100879,XYZ2A008,1,70
1230,100880,XYZ1A008,1,70
1231,100881,XYZ1A008,1,70
1232,100882,05493A001,1,52.99
1233,100883,XYZ1A008,1,70
1234,100884,XYZ1A008,1,70
1235,100885,XYZ1A008,2,13.98
1236,100885,XYZ2A008,1,70
1237,100886,XYZ1A008,3,20.97
1238,100887,YZAA001,1,52.99
1239,100888,Z2460009TL,1,25
1240,100889,XYZ1A008,4,27.96
1241,100890,XYZ1A008,1,70
1242,100890,XYZ4A008,1,70
1243,100891,XYZ1A008,1,70
1244,100892,05471A004,1,19.99
1245,100892,05501A001,1,52.99
1246,100893,XYZ1A008,1,70
1247,100894,XYZ1A008,5,34.95
1248,100895,XYZ3A008,1,70
1249,100896,XYZ3A008,1,70
1250,100897,XYZ1A008,9,62.91
1251,100898,YZAA004,3,59.97
1252,100898,05492A004,1,19.99
1253,100899,Y6261A001,1,39.99
1254,100900,XYZ1A008,2,13.98
1255,100900,XYZ2A008,1,70
1256,100901,XYZ2A008,1,70
1257,100902,Y6251A001,1,37.99
1258,100903,XYZ3A008,1,70
1259,100904,Y6261A001,1,39.99
1260,100905,XYZ1A008,2,13.98
1261,100906,XYZ1A008,2,13.98
1262,100906,XYZ3A008,1,70
1263,100907,Z2460009TL,1,25
1264,100908,XYZ1A008,1,70
1265,100909,XYZ1A008,1,70
1266,100909,XYZ3A008,3,20.97
1267,100910,Y6254A001,1,37.99
1268,100911,XYZ2A008,1,70
1269,100912,XYZ1A008,5,34.95
1270,100913,XYZ1A008,2,13.98
1271,100913,XYZ2A008,1,70
1272,100914,Z2439997,1,15
1273,100915,XYZ3A008,1,70
1274,100915,XYZ4A008,1,70
1275,100916,XYZ1A008,4,27.96
1276,100917,05221A001,1,69.99
1277,100917,05221A004,2,51.98
1278,100918,05481A001,2,105.98
1279,100919,05323A001,1,69.99
1280,100920,XYZ1A008,2,13.98
1281,100921,Y6254A001,1,37.99
1282,100922,XYZ1A008,2,13.98
1283,100922,XYZ2A008,1,70
1284,100922,XYZ3A008,1,70
1285,100923,05242A001,1,69.99
1286,100924,Z2451773,1,32
1287,100925,XYZ1A008,3,20.97
1288,100926,XYZ1A008,5,34.95
1289,100927,XYZ1A008,12,83.88
1290,100928,XYZ1A008,1,70
1291,100929,XYZ1A008,10,69.9
1292,100929,XYZ2A008,2,13.98
1293,100929,XYZ3A008,5,34.95
1294,100929,XYZ4A008,2,13.98
1295,100930,Z2440565TL,1,35
1296,100931,XYZ2A008,1,70
1297,100933,XYZ1A008,1,70
1298,100934,Z2460009TL,1,25
1299,100936,05481A001,3,158.97
1300,100936,05483A001,1,52.99
1301,100937,XYZ1A008,2,13.98
1302,100937,XYZ2A008,2,13.98
1303,100938,XYZ1A008,4,27.96
1304,100939,XYZ1A008,1,70
1305,100940,XYZ1A008,1,70
1306,100941,Z2439997,1,15
1307,100942,XYZ1A008,4,27.96
1308,100943,XYZ1A008,6,41.94
1309,100944,XYZ1A008,3,20.97
1310,100945,Z2439997,1,15
1311,100945,Z2451773,1,32
1312,100945,Z5146100,1,15
1313,100945,Z5900030,1,15
1314,100946,05481A001,2,105.98
1315,100947,XYZ1A008,10,69.9
1316,100947,XYZ2A008,6,41.94
1317,100947,XYZ3A008,2,13.98
1318,100947,XYZ4A008,4,27.96
1319,100947,05241A008,1,9.99
1320,100948,Z1600292SB,1,25
1321,100948,Z4999936,1,9.99
1322,100948,Z5146100,1,15
1323,100948,Z5900030,1,15
1324,100949,XYZ1A008,4,27.96
1325,100950,05221A001,1,69.99
1326,100950,05223A001,3,209.97
1327,100950,05281A001,1,69.99
1328,100951,XYZ1A008,1,70
1329,100952,XYZ2A008,1,70
1330,100953,Y6253A001,1,37.99
1331,100954,XYZ1A008,3,20.97
1332,100954,50809001,1,39.99
1333,100955,Y6261A001,2,79.98
1334,100956,XYZ1A008,2,13.98
1335,100956,XYZ2A008,1,70
1336,100956,XYZ3A008,3,20.97
1337,100957,05241A008,1,9.99
1338,100958,XYZ1A008,10,69.9
1339,100959,XYZ4A008,3,20.97
1340,100960,XYZ1A008,2,13.98
1341,100960,XYZ2A008,1,70
1342,100961,XYZ4A008,1,70
1343,100962,XYZ1A008,5,34.95
1344,100963,Z2460009TL,1,25
1345,100964,Y6261A001,1,39.99
1346,100967,05221A001,1,69.99
1347,100968,XYZ1A008,5,34.95
1348,100969,05322A004,1,25.99
1349,100969,Y6251A001,1,37.99
1350,100969,Y6251A004,1,15.99
1351,100969,Y6253A004,1,15.99
1352,100970,XYZ1A008,1,70
1353,100970,XYZ3A008,3,20.97
1354,100971,XYZ1A008,1,70
1355,100972,05241A001,1,69.99
1356,100972,05281A001,1,69.99
1357,100973,XYZ1A008,1,70
1358,100973,XYZ3A008,1,70
1359,100974,Y6261A001,5,199.95
1360,100975,XYZ1A008,4,27.96
1361,100975,XYZ2A008,4,27.96
1362,100976,Z2439997,1,15
1363,100977,XYZ1A008,5,34.95
1364,100977,XYZ3A008,1,70
1365,100978,XYZ1A008,3,20.97
1366,100978,XYZ2A008,3,20.97
1367,100979,05511A001,1,52.99
1368,100980,XYZ1A008,1,70
1369,100981,05243A001,1,69.99
1370,100982,YZAA001,2,105.98
1371,100983,XYZ1A008,4,27.96
1372,100984,XYZ1A008,4,27.96
1373,100984,XYZ4A008,2,13.98
1374,100985,XYZ1A008,2,13.98
1375,100986,XYZ1A008,1,70
1376,100986,XYZ2A008,1,70
1377,100986,XYZ3A008,2,13.98
1378,100987,05261A001,1,69.99
1379,100988,XYZ1A008,1,70
1380,100989,XYZ1A008,1,70
1381,100990,XYZ1A008,4,27.96
1382,100991,XYZ1A008,2,13.98
1383,100992,Z2460009TL,1,25
1384,100993,Y6261A001,1,39.99
1385,100994,XYZ1A008,2,13.98
1386,100994,XYZ3A008,1,70
1387,100995,YZAA001,1,52.99
1388,100996,XYZ1A008,7,48.93
1389,100996,XYZ2A008,2,13.98
1390,100997,Z1600292SB,1,25
1391,100998,Z5900030,1,15
1392,101001,05221A004,1,25.99
1393,101001,05223A004,1,25.99
1394,101001,05281A004,1,25.99
1395,101002,XYZ1A008,1,70
1396,101003,XYZ1A008,7,48.93
1397,101004,XYZ1A008,1,70
1398,101005,XYZ1A008,1,70
1399,101006,XYZ1A008,1,70
1400,101007,XYZ1A008,4,27.96
1401,101007,XYZ2A008,1,70
1402,101007,XYZ3A008,1,70
1403,101008,XYZ1A008,9,62.91
1404,101009,Y6253A001,1,37.99
1405,101010,Z1600292SB,1,25
1406,101011,XYZ1A008,9,62.91
1407,101011,XYZ2A008,1,70
1408,101012,50809001,1,39.99
1409,101012,05283A004,1,25.99
1410,101012,05321A004,2,51.98
1411,101013,05081A001,2,79.98
1412,101013,05471A001,8,383.92
1413,101014,Z1600292SB,1,25
1414,101015,XYZ1A008,1,70
1415,101016,XYZ1A008,2,13.98
1416,101016,XYZ2A008,3,20.97
1417,101016,XYZ3A008,3,20.97
1418,101017,XYZ1A008,2,13.98
1419,101018,XYZ1A008,3,20.97
1420,101018,XYZ2A008,1,70
1421,101019,XYZ1A008,1,70
1422,101019,XYZ2A008,1,70
1423,101019,XYZ3A008,1,70
1424,101020,Z2440565TL,1,35
1425,101021,05492A001,2,105.98
1426,101022,XYZ1A008,2,13.98
1427,101022,XYZ2A008,1,70
1428,101023,XYZ1A008,1,70
1429,101024,XYZ1A008,1,70
1430,101025,Z4999936,1,9.99
1431,101025,Z5146100,1,15
1432,101026,XYZ1A008,1,70
1433,101027,XYZ1A008,2,13.98
1434,101027,XYZ2A008,3,20.97
1435,101028,XYZ1A008,2,13.98
1436,101028,XYZ2A008,1,70
1437,101029,XYZ1A008,1,70
1438,101030,XYZ1A008,1,70
1439,101031,XYZ1A008,4,27.96
1440,101032,Y6261A001,5,199.95
1441,101032,Y6262A004,1,17.99
1442,101032,Y6263A001,2,79.98
1443,101032,Y6271A001,1,39.99
1444,101033,XYZ1A008,3,20.97
1445,101033,XYZ2A008,1,70
1446,101034,XYZ1A008,2,13.98
1447,101034,XYZ2A008,1,70
1448,101034,12777008,1,70
1449,101035,XYZ1A008,1,70
1450,101035,XYZ2A008,1,70
1451,101035,XYZ3A008,1,70
1452,101036,XYZ1A008,1,70
1453,101037,XYZ1A008,4,27.96
1454,101038,XYZ3A008,1,70
1455,101038,XYZ4A008,5,34.95
1456,101039,XYZ4A008,2,13.98
1457,101039,12777008,2,13.98
1458,101040,XYZ1A008,5,34.95
1459,101040,XYZ2A008,3,20.97
1460,101041,XYZ2A008,2,13.98
1461,101042,XYZ1A008,1,70
1462,101043,XYZ2A008,3,20.97
1463,101044,XYZ1A008,4,27.96
1464,101049,XYZ1A008,1,70
1465,101050,Z2460009TL,1,25
1466,101051,XYZ1A008,2,13.98
1467,101052,XYZ3A008,1,70
1468,101053,XYZ1A008,1,70
1469,101054,Z2439997,1,15
1470,101055,XYZ4A008,1,70
1471,101056,12777008,1,70
1472,101057,XYZ1A008,1,70
1473,101058,Z2440565TL,1,35
1474,101058,Z2460009TL,1,25
1475,101059,XYZ1A008,1,70
1476,101060,Y6262A001,1,39.99
1477,101060,Y6263A001,1,39.99
1478,101060,Y6263A004,1,17.99
1479,101061,XYZ1A008,2,13.98
1480,101062,XYZ1A008,1,70
1481,101062,XYZ3A008,1,70
1482,101063,XYZ1A008,2,13.98
1483,101064,XYZ1A008,2,13.98
1484,101065,XYZ3A008,2,13.98
1485,101066,XYZ1A008,4,27.96
1486,101066,05471A001,1,47.99
1487,101067,XYZ1A008,4,27.96
1488,101068,XYZ1A008,1,70
1489,101069,XYZ1A008,1,70
1490,101070,Z2440565TL,1,35
1491,101070,Z2460009TL,1,25
1492,101071,XYZ1A008,1,70
1493,101072,XYZ1A008,3,20.97
1494,101073,Z2451773,1,32
1495,101074,XYZ1A008,1,70
1496,101074,XYZ2A008,1,70
1497,101075,Y6254A001,1,37.99
1498,101076,XYZ1A008,1,70
1499,101076,XYZ2A008,1,70
1500,101076,Y6261A001,1,39.99
1501,101077,Z2439997,1,15
1502,101078,XYZ1A008,1,70
1503,101078,XYZ2A008,1,70
1504,101079,Z1600292SB,1,25
1505,101079,Z2451773,1,32
1506,101079,Z5900030,1,15
1507,101080,XYZ1A008,4,27.96
1508,101081,XYZ1A008,4,27.96
1509,101081,XYZ2A008,1,70
1510,101081,XYZ3A008,1,70
1511,101082,XYZ1A008,1,70
1512,101083,Y6261A001,1,39.99
1513,101084,XYZ1A008,1,70
1514,101084,XYZ4A008,4,27.96
1515,101085,XYZ2A008,2,13.98
1516,101085,XYZ3A008,7,48.93
1517,101085,XYZ4A008,1,70
1518,101086,05511A004,1,19.99
1519,101087,05482A001,2,105.98
1520,101088,Z1600292SB,1,25
1521,101088,Z2439997,1,15
1522,101088,Z2451773,1,32
1523,101088,Z5146100,1,15
1524,101089,Z1600292SB,1,25
1525,101089,Z2460009TL,1,25
1526,101090,XYZ1A008,1,70
1527,101091,XYZ3A008,1,70
1528,101092,Y6261A001,2,79.98
1529,101092,Y6274A004,1,17.99
1530,101093,XYZ1A008,1,70
1531,101094,05471A001,3,143.97
1532,101096,Z2440565TL,1,35
1533,101096,Z2460009TL,1,25
1534,101097,05241A001,1,69.99
1535,101098,XYZ1A008,6,41.94
1536,101099,XYZ3A008,1,70
1537,101099,XYZ4A008,2,13.98
1538,101100,05502A004,2,39.98
1539,101101,XYZ1A008,1,70
1540,101102,05481A001,1,52.99
1541,101103,068790-018,1,4.99
1542,101103,072590-018,3,16.47
1543,101104,XYZ1A008,2,13.98
1544,101106,05471A001,1,47.99
1545,101107,Y6271A004,1,17.99
1546,101109,05221A001,1,69.99
1547,101109,05223A001,1,69.99
1548,101112,XYZ1A008,1,70
1549,101113,XYZ1A008,8,55.92
1550,101114,05221A001,1,69.99
1551,101114,05281A001,2,139.98
1552,101114,Y6251A001,2,75.98
1553,101115,XYZ2A008,1,70
1554,101115,XYZ3A008,1,70
1555,101115,XYZ4A008,1,70
1556,101116,Z1519046,1,26.95
1557,101118,05471A001,1,47.99
1558,101119,XYZ1A008,1,70
1559,101120,XYZ1A008,2,13.98
1560,101121,XYZ2A008,1,70
1561,101122,XYZ1A008,2,13.98
1562,101122,XYZ2A008,2,13.98
1563,101123,XYZ1A008,3,20.97
1564,101124,Z2451773,1,32
1565,101125,XYZ1A008,2,13.98
1566,101125,XYZ2A008,1,70
1567,101126,XYZ1A008,2,13.98
1568,101127,XYZ1A008,1,70
1569,101127,XYZ2A008,2,13.98
1570,101128,XYZ1A008,5,34.95
1571,101128,05241A008,1,9.99
